#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1893	NM_001201428	chr2	+	171493193	171531889	171514354	171530886	10	171493193,171513105,171514294,171514959,171516083,171519405,171521191,171526418,171527594,171530545,	171493316,171513186,171514498,171515046,171516214,171519538,171521315,171526505,171527702,171531889,	0	GORASP2	cmpl	cmpl	-1,-1,0,0,0,2,0,1,1,1,
1897	NM_025000	chr2	+	171999006	172049808	171999333	172045870	14	171999006,171999838,172008278,172013436,172014634,172017879,172022726,172023127,172033643,172038621,172041615,172042742,172044793,172045729,	171999459,171999942,172008369,172013573,172014713,172017969,172022831,172023233,172033786,172038731,172041706,172042826,172044949,172049808,	0	DCAF17	cmpl	cmpl	0,0,2,0,2,0,0,0,1,0,2,0,0,0,
1897	NM_001164821	chr2	+	171999006	172049808	171999333	172045870	12	171999006,171999838,172008278,172013436,172014634,172017879,172022726,172023127,172033643,172042742,172044793,172045729,	171999459,171999942,172008369,172013573,172014713,172017969,172022831,172023233,172033786,172042826,172044949,172049808,	0	DCAF17	cmpl	cmpl	0,0,2,0,2,0,0,0,1,0,0,0,
1897	NR_028482	chr2	+	171999006	172049808	172049808	172049808	13	171999006,171999838,172008278,172013436,172014634,172017879,172022726,172033643,172038621,172041615,172042742,172044793,172045729,	171999459,171999942,172008369,172013573,172014713,172017969,172022831,172033786,172038731,172041706,172042826,172044949,172049808,	0	DCAF17	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1899	NM_001271786	chr2	+	172252164	172314914	172254911	172312645	16	172252164,172254902,172257532,172271988,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252383,172255019,172257650,172272133,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001271785	chr2	+	172252427	172314914	172254911	172312645	18	172252427,172254902,172257532,172271302,172272042,172277522,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252629,172255019,172257650,172271320,172272133,172277582,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,1,2,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001271790	chr2	+	172252164	172314914	172254911	172312645	16	172252164,172254902,172257532,172272042,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312534,	172252383,172255019,172257650,172272133,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001271789	chr2	+	172252427	172314914	172254911	172312645	16	172252427,172254902,172257532,172272042,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252629,172255019,172257650,172272133,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001378	chr2	+	172252164	172314914	172254911	172312645	18	172252164,172254902,172257532,172271302,172272042,172277522,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252383,172255019,172257650,172271320,172272133,172277582,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,1,2,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001320883	chr2	+	172252427	172314914	172254911	172312645	17	172252427,172254902,172257532,172272042,172277522,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252629,172255019,172257650,172272133,172277582,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001320882	chr2	+	172252164	172314914	172254911	172312645	17	172252164,172254902,172257532,172272042,172277522,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252383,172255019,172257650,172272133,172277582,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001320884	chr2	+	172252427	172314914	172254911	172312645	16	172252427,172254902,172257532,172272042,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312534,	172252629,172255019,172257650,172272133,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001271788	chr2	+	172252164	172314914	172254911	172312645	16	172252164,172254902,172257532,172272042,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252383,172255019,172257650,172272133,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,0,
1899	NM_001271787	chr2	+	172252427	172314914	172254911	172312645	16	172252427,172254902,172257532,172271988,172280083,172290373,172290674,172290949,172291546,172292576,172293060,172293472,172294464,172308804,172310557,172312531,	172252629,172255019,172257650,172272133,172280199,172290469,172290837,172291049,172291672,172292723,172293174,172293606,172294609,172308945,172310683,172314914,	0	DYNC1I2	cmpl	cmpl	-1,0,0,1,2,1,1,2,0,0,0,0,2,0,0,0,
1902	NM_004405	chr2	-	172672411	172675724	172673516	172675512	3	172672411,172674435,172675112,	172673918,172674620,172675724,	0	DLX2	cmpl	cmpl	0,1,0,
1902	NM_178120	chr2	+	172658453	172662647	172658651	172661231	3	172658453,172659627,172660976,	172658964,172659827,172662647,	0	DLX1	cmpl	cmpl	0,1,0,
1902	NR_126376	chr2	+	172675979	172682956	172682956	172682956	5	172675979,172676911,172678856,172681875,172682763,	172676242,172677006,172679174,172681956,172682956,	0	DLX2-AS1	unk	unk	-1,-1,-1,-1,-1,
1902	NM_001038493	chr2	+	172658453	172662647	172658651	172661053	2	172658453,172660976,	172658964,172662647,	0	DLX1	cmpl	cmpl	0,1,
1907	NR_026995	chr2	-	173296162	173309180	173309180	173309180	4	173296162,173307278,173308268,173309099,	173300407,173307407,173308435,173309180,	0	RAPGEF4-AS1	unk	unk	-1,-1,-1,-1,
1916	NM_001017371	chr2	-	174479432	174537193	174482914	174536809	5	174479432,174486043,174491566,174527846,174536734,	174483231,174486240,174491759,174529206,174537193,	0	SP3	cmpl	cmpl	1,2,1,0,0,
1916	NM_003111	chr2	-	174479432	174538676	174482914	174538145	7	174479432,174486043,174491566,174527846,174536734,174537378,174538138,	174483231,174486240,174491759,174529206,174536857,174537527,174538676,	0	SP3	cmpl	cmpl	1,2,1,0,0,1,0,
1916	NM_001172712	chr2	-	174479432	174538676	174482914	174538145	7	174479432,174486043,174491566,174527846,174536734,174537378,174538138,	174483231,174486240,174491759,174529206,174536848,174537527,174538676,	0	SP3	cmpl	cmpl	1,2,1,0,0,1,0,
1917	NR_136175	chr2	+	174598253	174600131	174600131	174600131	1	174598253,	174600131,	0	LINC01960	unk	unk	-1,
1919	NM_004882	chr2	-	174921123	174968689	174921470	174968596	10	174921123,174923633,174924592,174951896,174953175,174953624,174953777,174954677,174960658,174968524,	174922146,174923719,174924699,174952014,174953224,174953689,174953788,174954751,174960753,174968689,	0	CIR1	cmpl	cmpl	2,0,1,0,2,0,1,2,0,0,
1919	NM_001145250	chr2	+	174908066	174910514	174908066	174910514	2	174908066,174909080,	174908087,174910514,	0	SP9	cmpl	cmpl	0,0,
1919	NR_038897	chr2	+	174899000	174903616	174903616	174903616	3	174899000,174901430,174902258,	174900384,174901810,174903616,	0	LINC01305	unk	unk	-1,-1,-1,
1920	NM_001267051	chr2	-	175004545	175060062	175009089	175054930	15	175004545,175012871,175015092,175018054,175019584,175026710,175032851,175034375,175034561,175038758,175041885,175043363,175045938,175054470,175059846,	175009390,175013009,175015157,175018150,175019721,175026815,175033062,175034466,175034646,175038876,175042041,175043529,175046338,175054961,175060062,	0	GPR155	cmpl	cmpl	2,2,0,0,1,1,0,2,1,0,0,2,1,0,-1,
1920	NM_001033045	chr2	-	175004545	175060062	175009089	175054930	17	175004545,175012871,175015092,175018054,175019584,175026710,175032851,175034375,175034561,175038758,175039517,175041885,175043363,175045938,175054470,175055983,175059846,	175009390,175013009,175015157,175018150,175019721,175026815,175033062,175034466,175034646,175038876,175039601,175042041,175043529,175046338,175054961,175056132,175060062,	0	GPR155	cmpl	cmpl	2,2,0,0,1,1,0,2,1,0,0,0,2,1,0,-1,-1,
1920	NM_152529	chr2	-	175004545	175060062	175009089	175054930	16	175004545,175012871,175015092,175018054,175019584,175026710,175032851,175034375,175034561,175038758,175039517,175041885,175043363,175045938,175054470,175059846,	175009390,175013009,175015157,175018150,175019721,175026815,175033062,175034466,175034646,175038876,175039601,175042041,175043529,175046338,175054961,175060062,	0	GPR155	cmpl	cmpl	2,2,0,0,1,1,0,2,1,0,0,0,2,1,0,-1,
1920	NM_001267050	chr2	-	175004545	175060062	175009089	175054930	17	175004545,175012871,175015092,175018054,175019584,175026710,175032851,175034375,175034561,175038758,175039517,175041885,175043363,175045938,175054470,175055846,175059846,	175009390,175013009,175015157,175018150,175019721,175026815,175033062,175034466,175034646,175038876,175039601,175042041,175043529,175046338,175054961,175055892,175060062,	0	GPR155	cmpl	cmpl	2,2,0,0,1,1,0,2,1,0,0,0,2,1,0,-1,-1,
1921	NM_003387	chr2	-	175132547	175207553	175135520	175158547	8	175132547,175140043,175140834,175144649,175148177,175154283,175158496,175207491,	175135576,175140157,175141047,175145420,175148354,175154413,175158585,175207553,	0	WIPF1	cmpl	cmpl	1,1,1,1,1,0,0,-1,
1921	NR_125730	chr2	-	175130939	175131046	175131046	175131046	1	175130939,	175131046,	0	RNU6-2	unk	unk	-1,
1922	NM_001039523	chr2	-	175320568	175337446	175321097	175337368	10	175320568,175321553,175322919,175326476,175327192,175330539,175330919,175332304,175332461,175337325,	175321229,175321793,175323143,175326714,175327388,175330649,175330994,175332349,175332607,175337446,	0	CHRNA1	cmpl	cmpl	0,0,1,0,2,0,0,0,1,0,
1922	NM_000079	chr2	-	175320568	175337446	175321097	175337368	9	175320568,175321553,175322919,175326476,175327192,175330539,175332304,175332461,175337325,	175321229,175321793,175323143,175326714,175327388,175330649,175332349,175332607,175337446,	0	CHRNA1	cmpl	cmpl	0,0,1,0,2,0,0,1,0,
1925	NM_001689	chr2	-	175749231	175754736	175751261	175754367	5	175749231,175752030,175753071,175754328,175754629,	175751376,175752224,175753152,175754440,175754736,	0	ATP5MC3	cmpl	cmpl	2,0,0,0,-1,
1925	NR_045768	chr2	-	175645223	175741180	175741180	175741180	17	175645223,175647973,175653633,175665516,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175694417,175703111,175709385,175720919,175724033,175741023,	175647809,175648061,175653739,175665590,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175694514,175703181,175709460,175720954,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NM_001190329	chr2	-	175749231	175754736	175752026	175754367	4	175749231,175753071,175754328,175754629,	175752224,175753152,175754440,175754736,	0	ATP5MC3	cmpl	cmpl	0,0,0,-1,
1925	NM_001002258	chr2	-	175749231	175754637	175751261	175754367	4	175749231,175752030,175753071,175754328,	175751376,175752224,175753152,175754637,	0	ATP5MC3	cmpl	cmpl	2,0,0,0,
1925	NR_045773	chr2	-	175645223	175741180	175741180	175741180	14	175645223,175653633,175665516,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175703111,175709385,175724033,175741023,	175647809,175653739,175665590,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175703181,175709460,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NR_045772	chr2	-	175645223	175741180	175741180	175741180	15	175645223,175653633,175665516,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175703111,175709385,175720919,175724033,175741023,	175647809,175653739,175665590,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175703181,175709460,175720954,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NM_001880	chr2	-	175645223	175741180	175647582	175709417	14	175645223,175653633,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175694417,175703111,175709385,175724033,175741023,	175647809,175653739,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175694514,175703181,175709460,175724132,175741180,	0	ATF2	cmpl	cmpl	1,0,0,0,0,2,0,0,1,0,2,0,-1,-1,
1925	NM_001256094	chr2	-	175687216	175741180	175687659	175709417	8	175687216,175690963,175691224,175694417,175703111,175709385,175724033,175741023,	175687842,175691092,175691343,175694514,175703181,175709460,175724132,175741180,	0	ATF2	cmpl	cmpl	0,0,1,0,2,0,-1,-1,
1925	NR_030630	chr2	-	175740606	175740683	175740683	175740683	1	175740606,	175740683,	0	MIR933	unk	unk	-1,
1925	NR_045769	chr2	-	175645223	175741180	175741180	175741180	17	175645223,175647973,175653633,175665516,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175694417,175703111,175709385,175720919,175724033,175741023,	175647841,175648061,175653739,175665590,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175694514,175703181,175709460,175720954,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NM_001256092	chr2	-	175645223	175741180	175647582	175703136	13	175645223,175653633,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175703111,175709385,175724033,175741023,	175647809,175653739,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175703181,175709460,175724132,175741180,	0	ATF2	cmpl	cmpl	1,0,0,0,0,2,0,0,1,0,-1,-1,-1,
1925	NR_045771	chr2	-	175645223	175741180	175741180	175741180	15	175645223,175653633,175665516,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175694417,175703111,175709385,175724033,175741023,	175647809,175653739,175665590,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175694514,175703181,175709460,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NR_045774	chr2	-	175645223	175741180	175741180	175741180	13	175645223,175653633,175666034,175670417,175684541,175687663,175690963,175691224,175694417,175703111,175709385,175724033,175741023,	175647809,175653739,175666241,175670567,175684628,175687842,175691092,175691343,175694514,175703181,175709460,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NR_045770	chr2	-	175645223	175741180	175741180	175741180	16	175645223,175647973,175653633,175665516,175666034,175670417,175684541,175687663,175690963,175691224,175694417,175703111,175709385,175720919,175724033,175741023,	175647809,175648061,175653739,175665590,175666241,175670567,175684628,175687842,175691092,175691343,175694514,175703181,175709460,175720954,175724132,175741180,	0	ATF2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1925	NM_001256093	chr2	-	175645223	175741180	175647833	175703136	13	175645223,175653633,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175703111,175709385,175724033,175741023,	175647841,175653739,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175703181,175709460,175724132,175741180,	0	ATF2	cmpl	cmpl	1,0,0,0,0,2,0,0,1,0,-1,-1,-1,
1925	NM_001256091	chr2	-	175645223	175741180	175647582	175703159	14	175645223,175653633,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175694417,175703111,175720919,175724033,175741023,	175647809,175653739,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175694514,175703181,175720954,175724132,175741180,	0	ATF2	cmpl	cmpl	1,0,0,0,0,2,0,0,1,0,0,-1,-1,-1,
1925	NM_001256090	chr2	-	175645223	175741180	175647582	175709417	15	175645223,175653633,175666034,175670417,175684541,175686967,175687663,175690963,175691224,175694417,175703111,175709385,175720919,175724033,175741023,	175647809,175653739,175666241,175670567,175684628,175687082,175687842,175691092,175691343,175694514,175703181,175709460,175720954,175724132,175741180,	0	ATF2	cmpl	cmpl	1,0,0,0,0,2,0,0,1,0,2,0,-1,-1,-1,
1932	NM_000523	chr2	+	176665777	176668912	176665864	176667704	2	176665777,176667453,	176666645,176668912,	0	HOXD13	cmpl	cmpl	0,1,
1932	NM_021193	chr2	+	176672775	176673734	176672775	176673734	2	176672775,176673495,	176673349,176673734,	0	HOXD12	cmpl	cmpl	0,1,
1932	NM_021192	chr2	+	176680329	176682562	176680329	176682116	2	176680329,176681880,	176681110,176682562,	0	HOXD11	cmpl	cmpl	0,1,
1932	NM_001080458	chr2	-	176653080	176656936	176653080	176656750	3	176653080,176655151,176656323,	176653812,176655423,176656936,	0	EVX2	cmpl	cmpl	0,1,0,
1933	NR_110462	chr2	-	176746162	176751103	176751103	176751103	2	176746162,176750684,	176749666,176751103,	0	HAGLR	unk	unk	-1,-1,
1933	NR_110463	chr2	-	176746162	176751103	176751103	176751103	4	176746162,176750305,176750684,176750976,	176749666,176750468,176750795,176751103,	0	HAGLR	unk	unk	-1,-1,-1,-1,
1933	NR_110464	chr2	-	176746162	176751103	176751103	176751103	4	176746162,176750305,176750684,176750988,	176749666,176750468,176750795,176751103,	0	HAGLR	unk	unk	-1,-1,-1,-1,
1933	NR_110465	chr2	-	176746162	176761546	176761546	176761546	4	176746162,176750305,176752002,176761392,	176749666,176750468,176752072,176761546,	0	HAGLR	unk	unk	-1,-1,-1,-1,
1933	NR_110466	chr2	-	176746162	176761546	176761546	176761546	3	176746162,176750305,176761392,	176749666,176750468,176761546,	0	HAGLR	unk	unk	-1,-1,-1,
1933	NR_110467	chr2	-	176746162	176751103	176751103	176751103	3	176746162,176750305,176750976,	176749666,176750468,176751103,	0	HAGLR	unk	unk	-1,-1,-1,
1933	NR_110468	chr2	-	176746162	176751103	176751103	176751103	3	176746162,176750305,176750988,	176749666,176750468,176751103,	0	HAGLR	unk	unk	-1,-1,-1,
1933	NM_024501	chr2	+	176761552	176763881	176761775	176763116	2	176761552,176762781,	176762427,176763881,	0	HOXD1	cmpl	cmpl	0,1,
1933	NR_106991	chr2	+	176761816	176761875	176761875	176761875	1	176761816,	176761875,	0	MIR7704	unk	unk	-1,
1933	NM_001199747	chr2	+	176702667	176705669	176703892	176704586	3	176702667,176703769,176704290,	176702748,176703917,176705669,	0	HOXD8	cmpl	cmpl	-1,0,1,
1933	NM_001199746	chr2	+	176702713	176705669	176703340	176704586	2	176702713,176704293,	176703917,176705669,	0	HOXD8	cmpl	cmpl	0,1,
1933	NR_110460	chr2	-	176746162	176761546	176761546	176761546	5	176746162,176750305,176750684,176752002,176761392,	176749666,176750468,176750800,176752072,176761546,	0	HAGLR	unk	unk	-1,-1,-1,-1,-1,
1933	NR_110459	chr2	-	176746162	176761546	176761546	176761546	5	176746162,176750305,176750684,176752002,176761392,	176749666,176750468,176750830,176752072,176761546,	0	HAGLR	unk	unk	-1,-1,-1,-1,-1,
1933	NR_110461	chr2	-	176746162	176761243	176761243	176761243	4	176746162,176750305,176752002,176761038,	176749666,176750468,176752072,176761243,	0	HAGLR	unk	unk	-1,-1,-1,-1,
1933	NR_029609	chr2	+	176723276	176723386	176723386	176723386	1	176723276,	176723386,	0	MIR10B	unk	unk	-1,
1933	NM_006898	chr2	+	176737050	176746072	176742088	176745248	3	176737050,176742004,176744490,	176737142,176742629,176746072,	0	HOXD3	cmpl	cmpl	-1,0,1,
1933	NM_002148	chr2	+	176689737	176692916	176689807	176692205	2	176689737,176691927,	176690552,176692916,	0	HOXD10	cmpl	cmpl	0,1,
1933	NM_019558	chr2	+	176702713	176705669	176703340	176704586	2	176702713,176704290,	176703917,176705669,	0	HOXD8	cmpl	cmpl	0,1,
1933	NR_038435	chr2	-	176707814	176710072	176710072	176710072	3	176707814,176708292,176709594,	176707924,176708396,176710072,	0	HOXD-AS2	unk	unk	-1,-1,-1,
1933	NR_110458	chr2	-	176746162	176751103	176751103	176751103	3	176746162,176750305,176750684,	176749666,176750468,176751103,	0	HAGLR	unk	unk	-1,-1,-1,
1933	NR_110457	chr2	+	176751139	176751984	176751984	176751984	2	176751139,176751398,	176751227,176751984,	0	HAGLROS	unk	unk	-1,-1,
1933	NR_033979	chr2	-	176746162	176761932	176761932	176761932	3	176746162,176750305,176761787,	176749666,176750468,176761932,	0	HAGLR	unk	unk	-1,-1,-1,
1933	NM_014213	chr2	+	176695658	176697891	176695742	176697149	2	176695658,176696907,	176696559,176697891,	0	HOXD9	cmpl	cmpl	0,1,
1933	NM_014621	chr2	+	176724358	176726195	176724607	176725916	2	176724358,176725581,	176725040,176726195,	0	HOXD4	cmpl	cmpl	0,1,
1933	NR_148241	chr2	+	176709585	176713365	176713365	176713365	2	176709585,176711970,	176709973,176713365,	0	LOC401021	unk	unk	-1,-1,
1934	NM_001006635	chr2	+	176842368	176910999	176843383	176910638	11	176842368,176843189,176869833,176870822,176896365,176899798,176901266,176901847,176902274,176903557,176910466,	176842643,176843393,176869881,176870869,176896438,176899875,176901359,176901886,176902400,176903634,176910999,	0	MTX2	cmpl	cmpl	-1,0,1,1,0,1,0,0,0,0,2,
1934	NM_001319097	chr2	+	176842368	176910999	176842603	176910638	10	176842368,176869833,176870822,176896365,176899798,176901266,176901847,176902343,176903557,176910466,	176842643,176869881,176870869,176896438,176899875,176901359,176901886,176902400,176903634,176910999,	0	MTX2	cmpl	cmpl	0,1,1,0,1,0,0,0,0,2,
1934	NM_001319098	chr2	+	176842368	176910999	176842603	176910475	9	176842368,176869833,176870822,176896365,176899798,176901266,176901847,176902274,176910466,	176842643,176869881,176870869,176896438,176899875,176901359,176901886,176902400,176910999,	0	MTX2	cmpl	cmpl	0,1,1,0,1,0,0,0,0,
1934	NM_006554	chr2	+	176842368	176910999	176842603	176910638	10	176842368,176869833,176870822,176896365,176899798,176901266,176901847,176902274,176903557,176910466,	176842643,176869881,176870869,176896438,176899875,176901359,176901886,176902400,176903634,176910999,	0	MTX2	cmpl	cmpl	0,1,1,0,1,0,0,0,0,2,
1936	NR_031648	chr2	-	177173953	177174026	177174026	177174026	1	177173953,	177174026,	0	MIR1246	unk	unk	-1,
1937	NR_110599	chr2	+	177210727	177228932	177228932	177228932	4	177210727,177212464,177228437,177228671,	177210982,177212547,177228494,177228932,	0	LINC01117	unk	unk	-1,-1,-1,-1,
1941	NM_001145413	chr2	-	177803276	177837105	177803758	177807242	5	177803276,177805365,177806223,177806978,177836376,	177804982,177805536,177806313,177807245,177837105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,-1,
1941	NM_194247	chr2	+	177785667	177796933	177785773	177792273	11	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177790678,177792010,177792220,177792381,	177785845,177788635,177788870,177789162,177789566,177789745,177789914,177790819,177792133,177792288,177796933,	0	HNRNPA3	cmpl	cmpl	0,0,0,0,1,1,1,1,1,1,-1,
1941	NM_001330251	chr2	+	177785667	177796933	177785773	177792273	10	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177792010,177792220,177792381,	177785845,177788635,177788870,177789162,177789566,177789745,177789914,177792133,177792288,177796933,	0	HNRNPA3	cmpl	cmpl	0,0,0,0,1,1,1,1,1,-1,
1941	NM_001330248	chr2	+	177785667	177796933	177785773	177792273	11	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177790678,177792010,177792220,177795033,	177785779,177788635,177788870,177789162,177789566,177789745,177789914,177790819,177792133,177792288,177796933,	0	HNRNPA3	cmpl	cmpl	0,0,0,0,1,1,1,1,1,1,-1,
1941	NM_001145412	chr2	-	177803276	177837105	177803758	177807242	5	177803276,177805365,177806223,177806978,177836376,	177804982,177805557,177806313,177807245,177837105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,-1,
1941	NM_006164	chr2	-	177803276	177838105	177803758	177837550	5	177803276,177805365,177806223,177806978,177837505,	177804982,177805557,177806313,177807245,177838105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,0,
1941	NR_049831	chr2	+	177785699	177785772	177785772	177785772	1	177785699,	177785772,	0	MIR4444-2	unk	unk	-1,
1941	NR_039646	chr2	+	177785699	177785772	177785772	177785772	1	177785699,	177785772,	0	MIR4444-1	unk	unk	-1,
1941	NR_036075	chr2	-	177828918	177828984	177828984	177828984	1	177828918,	177828984,	0	MIR3128	unk	unk	-1,
1941	NM_001330249	chr2	+	177785667	177796933	177785773	177792273	11	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177790678,177792010,177792220,177795033,	177785845,177788635,177788870,177789162,177789566,177789745,177789914,177790819,177792133,177792288,177796933,	0	HNRNPA3	cmpl	cmpl	0,0,0,0,1,1,1,1,1,1,-1,
1941	NM_001330250	chr2	+	177785667	177796933	177785773	177792273	10	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177792010,177792220,177795033,	177785845,177788635,177788870,177789162,177789566,177789745,177789914,177792133,177792288,177796933,	0	HNRNPA3	cmpl	cmpl	0,0,0,0,1,1,1,1,1,-1,
1941	NR_138470	chr2	+	177785667	177796933	177796933	177796933	12	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177790678,177792010,177792220,177792381,177795033,	177785845,177788635,177788870,177789162,177789566,177789745,177789914,177790819,177792133,177792288,177794950,177796933,	0	HNRNPA3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1941	NM_001313904	chr2	-	177803276	177837105	177803758	177807061	5	177803276,177805365,177806223,177807049,177836376,	177804982,177805557,177806313,177807245,177837105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,-1,
1941	NM_001313903	chr2	-	177803276	177838105	177803758	177837550	5	177803276,177805365,177806223,177807197,177837505,	177804982,177805557,177806313,177807245,177838105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,0,
1941	NM_001313902	chr2	-	177803276	177838105	177803758	177837550	4	177803276,177805365,177806978,177837505,	177804982,177805557,177807245,177838105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,
1941	NM_001313901	chr2	-	177803276	177837105	177803758	177807242	5	177803276,177805365,177806223,177806978,177836410,	177804982,177805557,177806313,177807245,177837105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,-1,
1941	NM_001313900	chr2	-	177803276	177837105	177803758	177807242	5	177803276,177805365,177806223,177806978,177836502,	177804982,177805557,177806313,177807245,177837105,	0	NFE2L2	cmpl	cmpl	0,0,0,0,-1,
1941	NM_001330247	chr2	+	177785667	177796933	177785773	177792273	11	177785667,177788512,177788723,177788951,177789476,177789649,177789833,177790678,177792010,177792220,177792381,	177785779,177788635,177788870,177789162,177789566,177789745,177789914,177790819,177792133,177792288,177796933,	0	HNRNPA3	cmpl	cmpl	0,0,0,0,1,1,1,1,1,1,-1,
1942	NR_106767	chr2	-	177886779	177886856	177886856	177886856	1	177886779,	177886856,	0	MIR6512	unk	unk	-1,
